plan_id,section_path,title,url,sort_order
PLAN_0001,Phase 1: Mathematical Foundation and Data Manipulation (Months 1-3) > Month 1: Python Programming and Applied Statistics > Python Fundamentals and IDE Mastery,Python for Beginners - freeCodeCamp,https://www.youtube.com/watch?v=rfscVS0vtbw,1
PLAN_0001,Phase 1: Mathematical Foundation and Data Manipulation (Months 1-3) > Month 1: Python Programming and Applied Statistics > Applied Statistics and Linear Algebra,Statistics Fundamentals - StatQuest,https://www.youtube.com/watch?v=qBigTkBDMWs,1
PLAN_0001,Phase 1: Mathematical Foundation and Data Manipulation (Months 1-3) > Month 1: Python Programming and Applied Statistics > Applied Statistics and Linear Algebra,Linear Algebra Essence - 3Blue1Brown,https://www.youtube.com/watch?v=fNk_zzaMoSs,2
PLAN_0001,Phase 1: Mathematical Foundation and Data Manipulation (Months 1-3) > Month 2: Data Wrangling and SQL Integration > Data Manipulation with Pandas,Python Pandas Tutorial - Corey Schafer,https://www.youtube.com/watch?v=vmEHCJwhgG0,1
PLAN_0001,Phase 1: Mathematical Foundation and Data Manipulation (Months 1-3) > Month 2: Data Wrangling and SQL Integration > Relational Databases (SQL),SQL Full Course - freeCodeCamp,https://www.youtube.com/watch?v=HXV3cyQiF80,1
PLAN_0001,Phase 1: Mathematical Foundation and Data Manipulation (Months 1-3) > Month 3: Exploratory Data Analysis (EDA) and Visualization > Visual Storytelling,Data Visualization for Data Science - Ken Jee,https://www.youtube.com/watch?v=0UlihRp2Ads,1
PLAN_0001,Phase 1: Mathematical Foundation and Data Manipulation (Months 1-3) > Month 3: Exploratory Data Analysis (EDA) and Visualization > Feature Engineering,Feature Engineering - StatQuest,https://www.youtube.com/watch?v=6PeL4tN9tVE,1
PLAN_0001,Phase 2: Predictive Modeling and Advanced Algorithms (Months 4-6) > Month 4: Supervised Machine Learning > Regression and Classification,Machine Learning Fundamentals - StatQuest,https://www.youtube.com/watch?v=GwIoYPEg3ok,1
PLAN_0001,Phase 2: Predictive Modeling and Advanced Algorithms (Months 4-6) > Month 4: Supervised Machine Learning > Model Evaluation Metrics,ROC and AUC - StatQuest,https://www.youtube.com/watch?v=4jRBrMpHDlc,1
PLAN_0001,Phase 2: Predictive Modeling and Advanced Algorithms (Months 4-6) > Month 5: Unsupervised Machine Learning and Web Scraping > Clustering and Dimensionality Reduction,Principal Component Analysis - StatQuest,https://www.youtube.com/watch?v=FgakZw6K1QQ,1
PLAN_0001,Phase 2: Predictive Modeling and Advanced Algorithms (Months 4-6) > Month 5: Unsupervised Machine Learning and Web Scraping > Web Scraping for Custom Datasets,Python Web Scraping - Corey Schafer,https://www.youtube.com/watch?v=XGkEhqBRx-Y,1
PLAN_0001,Phase 2: Predictive Modeling and Advanced Algorithms (Months 4-6) > Month 6: Experimentation and Causal Inference > A/B Testing and Hypothesis Validation,A/B Testing - StatQuest,https://www.youtube.com/watch?v=UsYh8EqgAJE,1
PLAN_0001,Phase 2: Predictive Modeling and Advanced Algorithms (Months 4-6) > Month 6: Experimentation and Causal Inference > Advanced Feature Selection,"Ridge, Lasso, ElasticNet - StatQuest",https://www.youtube.com/watch?v=Q81rr3jDCNE,1
PLAN_0001,Phase 3: Deep Learning and Unstructured Data (Months 7-9) > Month 7: Neural Networks Foundation > Deep Learning Architectures,Neural Networks - 3Blue1Brown,https://www.youtube.com/watch?v=aircAruvnKk,1
PLAN_0001,Phase 3: Deep Learning and Unstructured Data (Months 7-9) > Month 7: Neural Networks Foundation > Regularization and Optimization,Gradient Descent - StatQuest,https://www.youtube.com/watch?v=sDv2f5w14Ns,1
PLAN_0001,Phase 3: Deep Learning and Unstructured Data (Months 7-9) > Month 8: Natural Language Processing (NLP) > Text Processing and Embeddings,Word Embeddings - StatQuest,https://www.youtube.com/watch?v=fBekMeEAupI,1
PLAN_0001,Phase 3: Deep Learning and Unstructured Data (Months 7-9) > Month 8: Natural Language Processing (NLP) > Sequential Modeling,Recurrent Neural Networks - StatQuest,https://www.youtube.com/watch?v=AsNTP8Kwu80,1
PLAN_0001,Phase 3: Deep Learning and Unstructured Data (Months 7-9) > Month 9: Transformer Models and Generative AI Integration > Advanced NLP architectures,Transformers Explained - StatQuest,https://www.youtube.com/watch?v=zxQyTKU3KM,1
PLAN_0001,Phase 4: MLOps and Production Systems (Months 10-12) > Month 10: Model Deployment and APIs > API Development,FastAPI Course - freeCodeCamp,https://www.youtube.com/watch?v=0sOvCWFmrtA,1
PLAN_0001,Phase 4: MLOps and Production Systems (Months 10-12) > Month 10: Model Deployment and APIs > Containerization,Docker Full Course - freeCodeCamp,https://www.youtube.com/watch?v=fG4ZBpHkMjM,1
PLAN_0001,Phase 4: MLOps and Production Systems (Months 10-12) > Month 11: MLOps and Continuous Integration > Model Tracking and CI/CD,MLOps Explained - TechWorld with Nana,https://www.youtube.com/watch?v=06-AZXmD0pQ,1
PLAN_0001,Phase 4: MLOps and Production Systems (Months 10-12) > Month 12: Capstone Project and Portfolio Consolidation > End-to-End E-commerce Trust System,Data Science Portfolio Tips - Ken Jee,https://www.youtube.com/watch?v=4u4w7JWqz-U,1
PLAN_0001,Practice Schedule (Standard Analytical Session Architecture) > Session Structure,How to Study Data Science - Ken Jee,https://www.youtube.com/watch?v=0L3ZzBTJFJc,1
PLAN_0001,Progress Tracking > Practice Consistency,Building Consistent Study Habits - Ali Abdaal,https://www.youtube.com/watch?v=K8H0pQn72N0,1
PLAN_0001,Progress Tracking > Execution Progression,How to Track Your Learning - Data Science Jay,https://www.youtube.com/watch?v=0L3ZzBTJFJc,1
PLAN_0001,Progress Tracking > Accuracy Trend,Confusion Matrix - StatQuest,https://www.youtube.com/watch?v=fSytzGwwBVw,1
PLAN_0001,Progress Tracking > Portfolio Readiness,Data Science Portfolio - Ken Jee,https://www.youtube.com/watch?v=4u4w7JWqz-U,1
PLAN_0001,Progress Tracking > Skill Radar (Semi-Monthly Self-Assessment),Self-Assessment for Data Scientists - Ken Jee,https://www.youtube.com/watch?v=0L3ZzBTJFJc,1
PLAN_0001,Goals (End of Year 1),Data Science Roadmap - Ken Jee,https://www.youtube.com/watch?v=ua-CiDNNj30,1
PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 1. Grammar Mastery > Month 1: Core Advanced Structures > Sentence Structure,English Sentence Structure - English with Lucy,https://www.youtube.com/watch?v=8GrsPiE4IhU,1
PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 2. Sentence Construction & Syntax > Months 2-3: Complex Constructions > Conjunctions and Linking Words,Linking Words in English - BBC Learning English,https://www.youtube.com/watch?v=KVGCT3f0Zjs,1
PLAN_0002,Phase 1: Foundation Refinement (Months 1-3) > 4. Vocabulary Development > Useful Words,How to Learn Vocabulary - English with Lucy,https://www.youtube.com/watch?v=JuanJyFz6Zs,1
PLAN_0002,Phase 2: Productive Skills Excellence (Months 4-9) > 5. Speaking & Pronunciation > Months 4-5: Pronunciation Mastery > Phonetics and Phonology,English Phonetics - Rachel's English,https://www.youtube.com/watch?v=n4NVPg2kHv4,1
PLAN_0002,Phase 2: Productive Skills Excellence (Months 4-9) > 5. Speaking & Pronunciation > Months 4-5: Pronunciation Mastery > Suprasegmental Features,Word Stress and Intonation - Rachel's English,https://www.youtube.com/watch?v=OUnEjGlOzQA,1
PLAN_0002,Phase 2: Productive Skills Excellence (Months 4-9) > 5. Speaking & Pronunciation > Months 6-7: Fluency Development > Discourse Competence,Discourse Markers - BBC Learning English,https://www.youtube.com/watch?v=KVGCT3f0Zjs,1
PLAN_0002,Phase 2: Productive Skills Excellence (Months 4-9) > 5. Speaking & Pronunciation > Months 6-7: Fluency Development > Functional Language,Functional Language for Fluency - BBC Learning English,https://www.youtube.com/watch?v=0Tw9kQ8MZpY,1
PLAN_0002,Phase 2: Productive Skills Excellence (Months 4-9) > 5. Speaking & Pronunciation > Months 8-9: Advanced Speaking Skills > Presentations and Public Speaking,How to Give a Great Presentation - TED,https://www.youtube.com/watch?v=Unzc731iCUY,1
PLAN_0002,Phase 2: Productive Skills Excellence (Months 4-9) > 5. Speaking & Pronunciation > Months 8-9: Advanced Speaking Skills > Debate and Argumentation,How to Argue - TED-Ed,https://www.youtube.com/watch?v=3d29eWBpJYA,1
PLAN_0002,Phase 3: Refinement & Mastery (Months 10-12) > 9. Integrated Skills & Real-World Application > Month 12: Mastery & Certification,How to Reach C1 English - English with Lucy,https://www.youtube.com/watch?v=w7ZZdVlpOeo,1
PLAN_0002,Additional Components > 10. Fluency & Confidence,Build Speaking Confidence - English with Lucy,https://www.youtube.com/watch?v=0Tw9kQ8MZpY,1
PLAN_0002,Resources & Tools > Assessment Tools,Self-Assessment for English Learners - BBC Learning English,https://www.youtube.com/watch?v=0Tw9kQ8MZpY,1
PLAN_0002,Resources & Tools > Grammar Resources,Best Grammar Resources - English with Lucy,https://www.youtube.com/watch?v=w7ZZdVlpOeo,1
PLAN_0002,Resources & Tools > Vocabulary Resources,Vocabulary Learning Methods - English with Lucy,https://www.youtube.com/watch?v=JuanJyFz6Zs,1
PLAN_0002,Resources & Tools > Pronunciation Resources,Pronunciation Resources - Rachel's English,https://www.youtube.com/watch?v=n4NVPg2kHv4,1
PLAN_0002,Resources & Tools > Speaking Resources,Speaking Practice Methods - English with Lucy,https://www.youtube.com/watch?v=0Tw9kQ8MZpY,1
PLAN_0002,Resources & Tools > Listening Resources,Improve English Listening - BBC Learning English,https://www.youtube.com/watch?v=0Tw9kQ8MZpY,1
PLAN_0002,Resources & Tools > Reading Resources,Reading Strategies for Advanced Learners - BBC Learning English,https://www.youtube.com/watch?v=0Tw9kQ8MZpY,1
PLAN_0002,Resources & Tools > Writing Resources,Academic Writing Tips - BBC Learning English,https://www.youtube.com/watch?v=0Tw9kQ8MZpY,1
PLAN_0002,Progress Tracking > Weekly Checklist,Weekly Study Planning - Ali Abdaal,https://www.youtube.com/watch?v=K8H0pQn72N0,1
PLAN_0002,Progress Tracking > Monthly Milestones,Monthly Goal Setting - Ali Abdaal,https://www.youtube.com/watch?v=K8H0pQn72N0,1
PLAN_0002,Progress Tracking > Quarterly Goals,Quarterly Planning - Ali Abdaal,https://www.youtube.com/watch?v=K8H0pQn72N0,1
PLAN_0003,Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 1–3: CEFR Level A1 (Absolute Beginner) > 1. Phonetics and Pronunciation Foundation,German Pronunciation - Easy German,https://www.youtube.com/watch?v=RUyadIt-GOs,1
PLAN_0003,Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 1–3: CEFR Level A1 (Absolute Beginner) > 2. Core Grammar: Sentence Structure & Verbs,German Sentence Structure - Learn German with Anja,https://www.youtube.com/watch?v=Z-2LcfZgXnU,1
PLAN_0003,"Phase 1: Basic User (A1 – A2) – Foundation and Routine Communication > Months 1–3: CEFR Level A1 (Absolute Beginner) > 3. Core Grammar: Nouns, Cases & Negation",German Cases Explained - Learn German with Anja,https://www.youtube.com/watch?v=8ZrDVQFGQ8o,1
